"PercentStance","InterpV.N","InterpML.N","InterpHz.N"
0,-0.00144930773073964,-0.00874516486407891,0.00508877107370878
1,0.0180001512558941,-0.0130903219000214,0.00330195443635291
2,0.038519135287531,-0.0177055944547737,0.00206074179544727
3,0.0593316990371485,-0.0223350752416110,0.00173467231527484
4,0.0797080988631079,-0.0266939238752397,0.00274048014987381
5,0.0990194438385027,-0.0304570564314994,0.00544229547794294
6,0.116751929066741,-0.0333786238097627,0.00995371986917496
7,0.132641534373957,-0.0353181322316396,0.0161784651885302
8,0.146696533072701,-0.0362500299834915,0.0238722628439226
9,0.159076329126351,-0.0362852670314463,0.0326308042990022
10,0.170074142858519,-0.0355936915561338,0.0420113093121446
11,0.180013398002520,-0.0343814948726518,0.0516265729565377
12,0.189143528488639,-0.032881129569795,0.0611207200295969
13,0.197683910426169,-0.0312800065723979,0.0702263793571208
14,0.205762835444830,-0.0297402160695928,0.0787704483865161
15,0.213412502914857,-0.0283892764007173,0.0866331833004059
16,0.220647700467853,-0.0272825897888631,0.0937699015277766
17,0.227385994045120,-0.0264613327662214,0.100160434720294
18,0.233479571815199,-0.0259383834284634,0.105804621046497
19,0.238818444344321,-0.0256816659428317,0.110766923880699
20,0.243284264426144,-0.0256913039694541,0.115101375160153
21,0.246802028950732,-0.0259709647235324,0.118829730885859
22,0.249389855417588,-0.0265004411597295,0.122004743067554
23,0.251102627606338,-0.0272873870054062,0.124652737304717
24,0.252064073324366,-0.0283194425593563,0.126773911322482
25,0.252437057021081,-0.0295731120799250,0.128402565537875
26,0.252352411962068,-0.0310381607823868,0.129544262790345
27,0.251960357957555,-0.0326659309990470,0.130195959407296
28,0.251381787878971,-0.0343941090924991,0.130370741758260
29,0.250668140790248,-0.0361530787949039,0.130062476564233
30,0.249852144373542,-0.0378414473317493,0.129277146663360
31,0.248907362944260,-0.0393789068815064,0.128026721218995
32,0.247780083908220,-0.040686211728275,0.12631136097972
33,0.246444589479861,-0.0416739404156901,0.124154801680086
34,0.244848749697435,-0.0423033318621635,0.121582362805910
35,0.242956953862245,-0.0425385907497256,0.118609997932233
36,0.240769802312097,-0.0423374121960049,0.115272584235734
37,0.238264995753594,-0.0417043894558897,0.111598414559620
38,0.235455773139775,-0.0406389032105759,0.107614554341168
39,0.232379195332539,-0.0391499063759138,0.103370195386007
40,0.229053984932582,-0.0372824768681428,0.098917643713601
41,0.225537853217353,-0.0350708826374342,0.0943316731547852
42,0.221887559604390,-0.0325816276487581,0.0896981790321918
43,0.218161687168388,-0.0299160586962416,0.0850845968722944
44,0.214483481763913,-0.0271432789707877,0.0805793734972005
45,0.210957588450499,-0.0243531550412135,0.0762594986122885
46,0.207646336255310,-0.0216439475929221,0.0721845456904937
47,0.204608796318262,-0.0190791019872162,0.0684255250502354
48,0.201851151943533,-0.0167426720821100,0.0650248837145136
49,0.199360132354187,-0.0147097935953957,0.0619944006127225
50,0.197116524935162,-0.0130182761322207,0.0593472500447499
51,0.195044475560836,-0.0117098912598223,0.0570776536718917
52,0.193072820852719,-0.0107905313068776,0.0551654806954291
53,0.191116314607083,-0.0102352312273170,0.0535846106163012
54,0.189040935129750,-0.0100120649383996,0.0522909547519889
55,0.186753898329682,-0.0100420221473686,0.0512495246270409
56,0.184170166411872,-0.0102367933905331,0.0504216461147091
57,0.181175291158501,-0.0105209447375299,0.0497554380418692
58,0.177688889228782,-0.0107984923721031,0.0492143729996523
59,0.173622367069466,-0.0110150354748017,0.0487486055556764
60,0.168888041274541,-0.0111681923413722,0.0483028232282872
61,0.163477266939057,-0.0112574027822181,0.0478513837711703
62,0.157418560276034,-0.0113094581553188,0.0473548078182422
63,0.150803003279419,-0.0113491964699062,0.0467692175514953
64,0.143782317384506,-0.0113778879447355,0.0460731104849869
65,0.136486745616076,-0.0114028820770923,0.0452444550017312
66,0.129064595309654,-0.0114054290306745,0.0442743086690423
67,0.121649427142748,-0.0113587514228003,0.0431589462895625
68,0.114292259860091,-0.0112550961829495,0.0418785086563582
69,0.107043544394080,-0.0110663746578873,0.0404701393650463
70,0.0999374704350537,-0.0107765608643287,0.038993272226919
71,0.0929738817751327,-0.0104004142595638,0.0374759085478439
72,0.0861629662106738,-0.00993665051848216,0.0359549141756905
73,0.0794696775984125,-0.00939818810305221,0.0344693158541831
74,0.0728504901607993,-0.00880628369363401,0.0330473977865969
75,0.0663097861038136,-0.0081612053264139,0.0317158297749883
76,0.0598349357815891,-0.0074906337582011,0.0304855374276885
77,0.0534309182025595,-0.00681240074858561,0.0293712487118107
78,0.04713387101202,-0.00612519327611104,0.0283868538114848
79,0.0409309580005437,-0.00545964258833681,0.0275141710813507
80,0.0348221867834452,-0.00482467478940363,0.0267506001109661
81,0.0288234666313244,-0.00421346442923691,0.0260949127738921
82,0.0229193772853438,-0.00365594932173639,0.0255101873891558
83,0.0171311032180388,-0.00315731671042918,0.0249809020010775
84,0.0114807175169078,-0.00271264842611679,0.0245066601640360
85,0.00596016343627774,-0.00232913290299604,0.0240730842563202
86,0.000593230234382026,-0.00198334943348655,0.0236982550127905
87,-0.00463087444678411,-0.00166150257556429,0.0234021429902231
88,-0.00976038518675285,-0.00136487602543148,0.0231881665758996
89,-0.0148120991371768,-0.00107692935866032,0.0230751125383500
90,-0.0198169663984549,-0.00080390840389007,0.0230599610560152
91,-0.0248063941361449,-0.00054404135608132,0.0231150963182229
92,-0.0297817420271769,-0.000268768622256327,0.0232301509254625
93,-0.0347480053005892,2.37346529790653e-05,0.0233841022523641
94,-0.0396651610524393,0.000345223704847356,0.0235421918658541
95,-0.0444631461573204,0.000716290861599282,0.0236843678320634
96,-0.0491061083498028,0.00112996395311123,0.0237868690339741
97,-0.0535325571564794,0.0015920548571848,0.0238312153875705
98,-0.0576706228132033,0.00209854655702574,0.0238059623786451
99,-0.0614819275594787,0.00262920658997083,0.0236829073548082
100,-0.0649110942227843,0.00318634311239005,0.0234521579601903
